amount,hour_of_day,day_of_week,merchant_bucket,merchant_name,category
298.9,0,2,1,Pizza Hut,transport
628.92,3,4,1,Chai Point,food
680.99,16,6,0,Tea Stall,food
975.89,4,2,7,Crossword,entertainment
811.29,23,2,6,INOX,entertainment
260.82,7,5,3,Uber,transport
1741.73,17,6,4,Netflix,bills
745.75,0,2,1,Chai Point,food
2213.97,20,3,8,Amazon,other
4415.08,5,4,9,1mg,other
1836.02,11,6,8,SBI ATM,other
1767.44,22,4,8,Apollo Pharmacy,other
474.24,16,2,4,Water Bill,bills
3702.68,16,1,9,HDFC Bank ATM,other
1671.13,13,5,8,Big Bazaar,other
134.18,16,2,6,INOX,entertainment
1579.95,11,2,7,Crossword,entertainment
439.95,23,2,2,Ola Electric,transport
176.58,5,1,0,Blinkit,food
382.39,17,1,2,Ola,transport
4682.3,12,1,4,Netflix,bills
2173.12,18,6,4,Gas Bill,bills
260.03,5,6,4,Netflix,bills
61.85,18,4,2,BMTC,transport
310.63,20,3,2,Ola,transport
175.54,13,3,7,Nykaa,entertainment
718.89,1,4,1,Pizza Hut,food
519.48,9,5,4,BSNL,bills
106.15,23,6,1,BigBasket,transport
328.05,6,4,1,Dominos,food
1559.61,14,0,8,Apollo Pharmacy,other
336.74,0,5,1,Dominos,food
748.82,4,3,0,Swiggy,food
859.95,12,0,7,Myntra,entertainment
1000.6,13,6,6,BookMyShow,entertainment
360.18,22,2,3,Auto Rickshaw,transport
397.27,6,2,1,Dominos,bills
1729.04,21,0,6,INOX,entertainment
397.52,3,0,3,Auto Rickshaw,transport
556.45,13,2,9,D-Mart,other
206.76,8,6,3,Uber,transport
1143.01,5,3,5,Amazon Prime,bills
1094.38,15,3,6,Ajio,entertainment
206.32,8,4,1,Chai Point,food
4130.01,13,6,4,Jio,bills
305.14,16,4,1,Pizza Hut,food
1277.47,18,1,7,Nykaa,food
39.76,5,2,2,Rapido,transport
1406.38,8,0,8,Practo,other
756.17,10,6,6,PlayStation Store,entertainment
294.85,14,4,2,Indian Railways,transport
270.07,17,2,1,Pizza Hut,food
220.65,18,0,2,Rapido,transport
1148.93,13,5,4,BSNL,bills
3058.57,7,4,4,Jio,food
2511.68,8,1,5,HDFC EMI,bills
225.84,18,4,0,KFC,food
486.16,7,3,0,Swiggy,food
1593.15,20,5,8,Amazon,entertainment
522.05,16,4,6,PlayStation Store,entertainment
444.95,23,3,5,LIC Premium,bills
682.43,11,3,1,Dunzo,food
2442.77,21,3,5,Spotify,bills
196.52,9,5,3,Uber,transport
438.15,19,4,1,Pizza Hut,food
389.61,22,1,0,McDonald's,food
3907.65,9,2,8,Amazon,other
680.94,17,3,0,Tea Stall,food
322.51,13,0,1,Dominos,food
3587.97,14,2,5,Electricity Bill,bills
501.42,12,3,7,Steam,entertainment
1653.1,15,5,6,BookMyShow,entertainment
187.28,5,3,0,McDonald's,food
1831.33,20,2,7,Nykaa,entertainment
433.93,16,5,0,Subway,food
2561.67,10,5,9,1mg,other
1997.33,6,4,8,Amazon,other
1423.11,22,4,6,INOX,entertainment
217.94,10,6,8,SBI ATM,other
3419.25,9,4,5,Spotify,bills
353.35,1,2,3,Uber,transport
3847.73,17,6,9,D-Mart,other
156.51,12,1,7,Nykaa,entertainment
213.07,5,4,3,Uber,transport
485.16,5,6,0,Subway,food
3397.23,18,6,9,Flipkart,other
687.99,4,3,9,Paytm,other
1178.76,7,3,4,Hotstar,bills
741.54,17,3,0,Haldirams,food
2144.49,9,1,4,BSNL,bills
493.52,21,5,1,Chai Point,food
343.79,7,2,3,Uber,transport
3086.82,0,0,4,Netflix,bills
3129.99,13,3,5,Society Maintenance,bills
184.72,19,2,1,BigBasket,food
1902.54,19,4,8,Amazon,other
131.36,16,5,2,BMTC,transport
4096.08,22,1,5,Electricity Bill,bills
133.73,15,4,0,Swiggy Instamart,food
765.39,8,5,0,Blinkit,food
443.85,16,4,3,Namma Metro,transport
688.19,18,5,0,Tea Stall,food
265.28,10,0,2,Ola Electric,transport
74.93,1,4,2,Ola,transport
40.42,1,1,2,BMTC,transport
73.58,20,6,0,Swiggy Instamart,food
162.67,5,4,0,Blinkit,food
1682.55,16,2,6,PlayStation Store,entertainment
393.23,16,4,0,Swiggy,food
1000.87,20,3,9,Google Pay,other
209.48,18,5,4,Gas Bill,entertainment
720.76,3,1,0,Haldirams,food
129.56,1,4,6,INOX,entertainment
319.95,14,0,3,Auto Rickshaw,transport
113.42,8,2,2,Indian Railways,transport
3054.93,20,5,4,Hotstar,bills
499.19,21,6,3,Namma Metro,transport
439.42,23,5,7,PVR Cinemas,entertainment
3356.86,9,1,4,YouTube Premium,bills
288.14,2,1,5,Society Maintenance,bills
24.3,17,2,3,Auto Rickshaw,transport
4100.18,22,0,9,Reliance Fresh,other
385.3,0,1,2,Ola Electric,transport
837.33,22,2,5,HDFC EMI,bills
573.8,13,2,1,Dominos,food
2710.66,14,6,9,D-Mart,other
3462.09,7,6,4,Water Bill,bills
1696.76,16,4,6,PlayStation Store,entertainment
236.85,15,1,3,Air India,transport
2060.32,4,1,9,D-Mart,other
202.96,14,4,2,Ola,transport
1490.15,2,1,8,SBI ATM,other
4119.48,21,1,5,Society Maintenance,bills
109.28,16,3,2,BMTC,transport
290.56,4,0,2,Indian Railways,transport
1936.35,18,4,7,PVR Cinemas,entertainment
816.22,18,4,7,Myntra,entertainment
399.74,23,4,3,Air India,transport
372.71,12,4,2,IndiGo,transport
2309.61,5,2,9,Paytm,other
584.13,5,0,7,Steam,food
1332.2,19,6,8,Big Bazaar,other
273.38,6,6,3,Air India,transport
148.23,0,0,8,SBI ATM,transport
4898.64,22,3,4,Netflix,bills
1476.32,2,6,7,Crossword,entertainment
1288.01,1,6,4,Netflix,bills
538.51,9,0,5,Society Maintenance,bills
481.18,10,1,0,Subway,food
2998.04,17,3,8,Amazon,other
1625.49,23,6,4,ICICI EMI,bills
178.16,22,5,2,Ola,transport
181.68,7,0,3,Auto Rickshaw,transport
2197.73,3,4,8,SBI ATM,other
2122.66,18,6,5,Society Maintenance,bills
266.38,11,3,9,Reliance Fresh,other
517.36,21,2,8,Amazon,other
235.31,13,3,2,Ola,transport
478.9,15,1,0,Blinkit,food
1685.49,9,3,4,Jio,bills
1725.66,2,5,4,BSNL,bills
171.56,12,0,3,Air India,transport
197.34,5,0,1,Dunzo,entertainment
218.01,13,0,7,Myntra,entertainment
4833.39,4,5,8,Apollo Pharmacy,other
4211.8,19,5,5,Amazon Prime,bills
413.21,6,3,0,Swiggy Instamart,food
187.89,9,6,1,Chai Point,food
1575.02,19,0,5,LIC Premium,bills
2330.31,17,3,4,Jio,bills
493.49,0,5,3,Namma Metro,transport
1577.05,19,0,7,PVR Cinemas,entertainment
1721.33,11,0,6,Decathlon,entertainment
1741.37,18,2,6,INOX,entertainment
194.44,8,0,0,Blinkit,food
3994.45,16,0,8,PhonePe,other
578.54,23,6,5,Amazon Prime,bills
388.92,8,5,1,Pizza Hut,food
1319.49,21,0,9,HDFC Bank ATM,other
105.12,9,0,7,Nykaa,entertainment
4025.68,22,2,9,Reliance Fresh,other
2789.51,0,6,5,Airtel,bills
91.81,2,6,2,IndiGo,transport
1974.83,5,6,9,Google Pay,transport
736.5,17,4,1,Burger King,food
1293.85,22,5,6,PlayStation Store,entertainment
455.36,4,3,0,Swiggy Instamart,food
1821.48,12,2,5,Amazon Prime,bills
1747.21,23,1,7,Steam,entertainment
1159.62,6,4,4,BSNL,bills
1055.96,16,0,6,BookMyShow,entertainment
1467.69,19,4,6,Decathlon,entertainment
1233.5,1,5,6,BookMyShow,entertainment
119.49,23,6,1,BigBasket,food
640.09,21,6,5,Airtel,bills
68.12,10,4,2,Indian Railways,transport
424.87,5,6,4,Gas Bill,bills
311.73,20,3,7,PVR Cinemas,entertainment
649.04,21,1,1,Dunzo,food
454.39,21,0,3,Air India,transport
790.38,8,2,6,PlayStation Store,entertainment
1740.73,21,5,6,BookMyShow,entertainment
58.37,2,2,3,Auto Rickshaw,transport
1187.36,23,1,7,Crossword,entertainment
3984.09,12,3,8,More Supermarket,other
139.13,22,6,2,Rapido,transport
1880.18,0,1,8,Amazon,other
131.24,11,3,6,PlayStation Store,other
1158.8,12,4,8,Amazon,other
549.36,12,3,6,Ajio,food
198.06,4,5,2,Ola,transport
3270.2,13,2,9,Flipkart,other
140.51,6,4,1,BigBasket,food
94.03,23,1,0,McDonald's,food
67.48,8,2,0,McDonald's,food
383.35,18,3,3,RedBus,transport
649.36,20,6,9,Reliance Fresh,other
43.78,22,4,2,Ola,transport
1842.74,15,2,7,Myntra,entertainment
4911.1,18,1,4,Water Bill,bills
467.63,19,2,1,Chai Point,food
2665.73,3,4,5,Electricity Bill,bills
588.77,19,3,1,Zomato,food
1213.75,9,6,4,Gas Bill,bills
952.28,5,4,4,ICICI EMI,bills
3158.97,1,2,5,LIC Premium,bills
1942.06,13,0,7,Steam,entertainment
1129.35,0,3,6,PlayStation Store,entertainment
530.26,13,3,1,Pizza Hut,food
649.83,2,2,1,Burger King,food
1934.85,6,5,9,Flipkart,other
594.38,2,3,0,Tea Stall,transport
904.17,11,4,7,Myntra,entertainment
345.0,8,2,7,Myntra,entertainment
294.8,14,4,1,BigBasket,food
3712.96,11,1,4,Water Bill,entertainment
570.8,14,4,1,Burger King,food
142.33,23,0,1,Dunzo,food
2049.51,23,2,8,PhonePe,other
727.19,3,4,6,Ajio,entertainment
362.47,15,2,3,Namma Metro,transport
4778.74,11,5,8,PhonePe,other
1988.26,22,3,7,Steam,transport
1129.92,7,6,7,PVR Cinemas,entertainment
472.75,5,0,1,Zomato,food
1285.29,6,6,9,Paytm,other
355.33,6,6,3,Air India,transport
158.77,1,1,2,Indian Railways,transport
1276.36,5,6,9,HDFC Bank ATM,other
814.52,18,5,7,Nykaa,entertainment
247.23,7,4,3,RedBus,transport
436.38,20,1,2,IndiGo,transport
186.77,18,0,0,Tea Stall,food
512.31,19,1,4,Jio,bills
267.81,9,1,2,Rapido,transport
336.72,19,4,3,RedBus,transport
144.55,21,3,9,Google Pay,other
602.78,8,5,5,Spotify,bills
475.44,14,2,4,ICICI EMI,bills
1282.44,6,4,7,Crossword,entertainment
363.98,12,6,2,Ola,transport
3432.16,5,6,5,Electricity Bill,bills
1835.86,15,3,6,INOX,entertainment
1884.54,13,5,7,Steam,entertainment
4779.21,12,2,8,Amazon,other
493.94,11,0,6,BookMyShow,entertainment
180.83,10,1,2,Ola,transport
762.83,9,0,8,Practo,other
581.04,23,0,0,Subway,food
28.88,20,6,2,BMTC,transport
1062.05,13,3,7,Myntra,entertainment
1859.41,13,6,7,Crossword,entertainment
359.16,6,6,3,Auto Rickshaw,food
3208.03,12,6,9,HDFC Bank ATM,other
539.75,18,3,5,Amazon Prime,bills
3298.95,6,0,5,LIC Premium,bills
3525.02,18,5,9,Google Pay,other
1445.33,19,6,6,Decathlon,entertainment
579.55,13,0,0,Haldirams,food
1643.47,10,0,8,More Supermarket,other
3376.49,4,6,4,Hotstar,bills
663.54,4,1,6,Ajio,entertainment
448.73,3,1,2,BMTC,transport
489.29,17,6,0,Swiggy Instamart,food
128.25,19,2,0,Haldirams,food
1332.24,0,5,9,1mg,other
377.7,22,1,1,Dunzo,food
486.64,22,2,3,Air India,transport
747.92,22,3,6,INOX,entertainment
4251.5,16,4,9,Flipkart,other
118.41,16,5,2,Rapido,transport
1716.16,17,6,8,Amazon,other
2044.6,2,5,4,Jio,other
296.26,11,3,2,BMTC,transport
3077.0,8,3,5,Society Maintenance,bills
436.49,21,3,1,Burger King,food
4004.22,6,5,8,Big Bazaar,other
4295.95,14,1,8,Amazon,other
44.33,17,0,3,Uber,transport
510.0,12,1,8,SBI ATM,other
725.65,23,3,1,Burger King,bills
1719.67,21,4,8,Practo,other
1788.09,11,0,7,Myntra,entertainment
151.81,0,0,2,Indian Railways,transport
1089.94,13,6,7,Myntra,entertainment
3448.14,11,0,8,Practo,other
717.68,4,1,6,PlayStation Store,entertainment
528.88,16,4,4,Water Bill,bills
124.2,6,1,8,Practo,other
4990.75,0,4,8,PhonePe,other
436.29,23,0,3,RedBus,transport
468.57,19,2,6,Ajio,transport
2660.45,13,0,5,Electricity Bill,bills
279.47,23,4,2,Ola,bills
378.42,6,2,2,BMTC,other
424.45,19,3,8,Zepto,entertainment
4604.55,18,3,9,Reliance Fresh,other
495.22,17,2,3,Namma Metro,transport
507.04,16,0,0,Blinkit,food
2426.85,11,6,4,Jio,bills
668.39,16,0,7,Nykaa,entertainment
3231.88,7,4,8,Zepto,other
1815.89,20,6,4,YouTube Premium,bills
926.07,19,2,8,Amazon,entertainment
4081.77,1,6,5,Spotify,bills
457.45,19,6,3,Namma Metro,transport
313.05,0,3,2,BMTC,transport
39.62,3,4,2,Rapido,transport
642.84,13,3,7,Nykaa,entertainment
3349.93,2,4,5,Airtel,bills
1471.11,6,0,6,Decathlon,entertainment
732.77,19,2,9,D-Mart,other
2620.08,8,0,9,D-Mart,other
3268.84,7,1,9,1mg,other
815.81,19,6,6,Decathlon,bills
4225.33,9,4,4,ICICI EMI,bills
355.9,12,3,3,Auto Rickshaw,entertainment
335.46,20,5,3,Auto Rickshaw,transport
447.22,2,3,0,Subway,food
3916.8,12,6,8,Practo,other
1698.88,19,4,5,Society Maintenance,bills
2160.0,4,1,8,More Supermarket,other
125.63,15,0,2,Rapido,transport
151.25,4,1,7,Crossword,entertainment
47.17,22,6,3,Air India,transport
1758.55,22,4,6,PlayStation Store,entertainment
1638.85,14,4,6,PlayStation Store,other
3209.8,14,3,5,Airtel,bills
1227.36,2,6,7,Steam,entertainment
294.98,14,5,8,Zepto,other
189.32,2,2,3,Uber,transport
1203.96,11,4,6,Decathlon,entertainment
2013.97,12,6,8,Zepto,other
2797.42,14,3,8,Practo,other
480.55,21,3,2,Rapido,transport
858.38,3,1,7,Crossword,transport
550.93,0,5,0,Subway,food
4416.65,17,0,4,Gas Bill,bills
398.77,16,5,2,Ola Electric,transport
1070.41,4,6,7,PVR Cinemas,entertainment
55.28,12,3,1,Dunzo,food
2327.94,4,1,8,Amazon,food
1154.19,12,4,7,Crossword,entertainment
1447.01,22,4,9,1mg,other
1814.03,1,1,7,Crossword,entertainment
2408.62,19,3,5,HDFC EMI,entertainment
1203.9,6,2,9,Reliance Fresh,other
4041.56,14,1,4,Jio,bills
654.04,6,0,1,Pizza Hut,food
404.04,10,3,4,Netflix,bills
120.21,15,4,0,Tea Stall,food
1190.95,8,5,9,D-Mart,other
1964.06,16,4,4,Water Bill,bills
169.45,9,3,3,Uber,transport
126.8,4,1,1,Chai Point,food
2122.26,14,0,5,Electricity Bill,bills
4131.67,17,4,4,ICICI EMI,bills
529.15,14,4,1,BigBasket,food
541.03,9,6,6,INOX,entertainment
1600.52,13,3,4,Gas Bill,bills
4583.4,7,6,8,Amazon,other
1912.18,0,0,6,Ajio,entertainment
1265.0,15,1,6,INOX,entertainment
1750.35,11,4,7,Steam,entertainment
1242.7,22,5,6,INOX,entertainment
70.14,12,4,3,Auto Rickshaw,transport
291.17,2,2,2,Rapido,transport
3343.26,20,1,9,D-Mart,other
63.43,23,2,2,BMTC,transport
604.15,17,1,0,Tea Stall,food
217.43,14,1,8,SBI ATM,other
4263.33,22,2,4,ICICI EMI,bills
756.22,20,4,7,PVR Cinemas,entertainment
594.27,20,3,4,Netflix,bills
4659.55,3,3,4,YouTube Premium,bills
59.85,5,1,1,Burger King,food
353.37,17,0,1,Zomato,food
1293.28,9,6,5,Airtel,bills
3555.14,1,5,4,ICICI EMI,bills
1096.64,15,6,8,PhonePe,other
1223.83,23,6,6,INOX,entertainment
338.93,7,1,2,BMTC,transport
771.31,20,2,0,Blinkit,food
488.86,22,6,0,Tea Stall,food
219.5,14,3,3,Auto Rickshaw,transport
792.46,13,3,0,Blinkit,food
345.62,7,2,1,Chai Point,bills
84.53,4,1,2,Ola,transport
281.22,2,1,3,Air India,transport
519.34,13,3,6,Decathlon,entertainment
649.27,14,4,4,Jio,bills
278.32,12,0,0,Tea Stall,food
987.35,7,6,5,Society Maintenance,bills
2097.57,11,3,5,Spotify,bills
2008.47,1,0,4,Hotstar,bills
3782.88,12,1,9,Paytm,other
612.83,23,5,0,Subway,food
776.43,5,5,7,Myntra,entertainment
200.3,8,6,3,RedBus,transport
69.74,17,2,0,Swiggy,food
651.19,10,0,1,Chai Point,food
394.15,21,2,2,BMTC,transport
984.78,17,1,8,Apollo Pharmacy,other
1281.88,7,0,8,Big Bazaar,entertainment
2013.64,23,5,4,Water Bill,bills
269.31,6,1,1,Dunzo,food
3951.79,14,4,5,Amazon Prime,bills
1652.39,2,1,9,Reliance Fresh,other
291.67,7,3,1,BigBasket,food
280.04,6,0,6,Ajio,entertainment
352.83,3,5,8,PhonePe,other
520.29,6,4,9,1mg,other
237.63,13,3,1,Zomato,food
609.04,0,3,8,Zepto,other
322.15,21,3,9,Flipkart,entertainment
731.48,14,6,8,Practo,other
538.77,0,1,0,Swiggy Instamart,food
564.34,23,0,7,Steam,entertainment
3592.0,6,0,4,BSNL,bills
203.04,16,3,7,Steam,transport
4723.37,22,0,5,Amazon Prime,bills
1006.53,23,0,4,BSNL,bills
70.48,13,3,0,McDonald's,food
242.07,23,4,1,Zomato,food
4917.21,12,3,9,Flipkart,other
87.51,4,6,2,IndiGo,transport
495.78,7,6,2,Ola,transport
962.89,11,3,8,Zepto,other
481.22,23,4,3,Uber,transport
618.62,8,4,1,Zomato,food
684.04,7,5,5,Society Maintenance,bills
201.84,3,6,2,IndiGo,transport
142.0,13,5,3,Air India,transport
1659.84,16,3,5,Electricity Bill,bills
3124.79,13,6,4,Water Bill,bills
434.0,13,1,1,BigBasket,food
3702.21,18,2,4,Jio,bills
325.6,15,5,3,RedBus,transport
284.07,20,2,3,Air India,transport
190.98,2,2,3,Auto Rickshaw,transport
198.04,10,4,2,Indian Railways,transport
722.92,5,2,0,Subway,food
49.08,13,3,2,IndiGo,transport
3957.01,11,1,5,LIC Premium,bills
355.03,5,2,3,Air India,transport
1855.23,12,3,6,PlayStation Store,entertainment
1199.42,18,5,5,HDFC EMI,bills
1147.74,10,5,7,Crossword,entertainment
441.17,22,6,3,Auto Rickshaw,transport
386.4,3,2,7,Crossword,entertainment
1906.71,23,5,6,Ajio,entertainment
1430.12,21,2,9,HDFC Bank ATM,other
1523.26,7,5,6,Decathlon,entertainment
3680.57,4,2,8,SBI ATM,food
1258.18,19,6,8,Zepto,other
2134.87,11,6,9,Flipkart,other
59.99,12,6,2,IndiGo,transport
2363.33,0,1,9,D-Mart,other
405.49,12,0,1,Dominos,food
1891.67,8,4,6,BookMyShow,entertainment
4798.74,22,0,9,Paytm,other
3686.39,18,1,8,SBI ATM,other
784.28,12,6,1,Zomato,food
395.84,14,3,2,BMTC,transport
422.4,23,4,2,BMTC,transport
185.35,12,1,2,BMTC,transport
86.57,18,6,3,RedBus,transport
155.61,12,6,8,Practo,other
3358.22,21,0,9,Reliance Fresh,other
364.93,18,3,2,Indian Railways,transport
792.18,0,3,1,Dunzo,food
1181.3,3,0,9,HDFC Bank ATM,other
177.36,18,0,1,Zomato,food
235.17,19,2,1,Chai Point,food
1209.46,8,2,9,1mg,food
221.25,15,5,2,Ola Electric,transport
276.07,3,2,2,BMTC,transport
647.86,8,0,0,Swiggy Instamart,food
375.62,19,1,1,Pizza Hut,food
458.3,3,3,0,Haldirams,bills
540.84,18,5,1,BigBasket,food
686.32,20,1,0,Swiggy,food
673.1,13,6,0,Swiggy Instamart,food
1840.36,1,5,6,Ajio,entertainment
79.67,9,1,1,BigBasket,food
200.43,16,5,0,Subway,food
4463.03,1,1,4,Water Bill,bills
493.7,15,4,4,ICICI EMI,bills
493.76,6,4,0,Haldirams,food
287.88,22,0,7,Nykaa,bills
1587.11,3,4,6,INOX,entertainment
276.89,4,2,5,Spotify,bills
406.99,16,4,6,BookMyShow,entertainment
149.39,17,3,1,Zomato,food
2525.46,22,0,4,YouTube Premium,bills
2434.54,16,2,8,SBI ATM,other
456.29,2,1,6,Ajio,entertainment
283.8,20,3,9,Flipkart,other
3356.24,12,0,5,Airtel,bills
1322.57,4,0,8,Apollo Pharmacy,other
564.52,7,0,4,Jio,bills
2172.04,21,3,4,Jio,bills
282.98,11,2,2,Indian Railways,transport
383.68,15,5,2,Rapido,transport
866.01,11,2,4,Jio,bills
1875.05,14,4,7,PVR Cinemas,entertainment
1451.99,16,2,9,Google Pay,other
1062.7,19,1,6,PlayStation Store,entertainment
792.81,22,5,1,BigBasket,food
4707.52,12,1,5,HDFC EMI,bills
1621.27,4,6,4,Gas Bill,bills
238.73,12,3,3,Uber,transport
214.44,0,2,3,Namma Metro,transport
142.86,1,0,7,Nykaa,entertainment
4620.63,3,6,4,Netflix,bills
331.18,13,6,2,IndiGo,entertainment
233.64,3,0,2,IndiGo,transport
358.89,17,4,1,Pizza Hut,food
619.77,15,1,0,Subway,food
2097.45,6,4,9,Paytm,other
644.56,5,1,1,Pizza Hut,food
106.87,17,1,2,Rapido,transport
1767.69,4,4,5,LIC Premium,bills
303.71,9,0,3,Air India,transport
594.72,17,2,0,Swiggy,food
533.53,3,5,7,PVR Cinemas,entertainment
550.26,10,1,1,Burger King,food
4652.63,5,6,5,LIC Premium,bills
4145.65,13,2,8,More Supermarket,other
548.68,15,4,0,Haldirams,food
443.14,0,1,1,Dunzo,food
4485.28,3,4,8,Amazon,food
4727.41,7,2,5,Amazon Prime,bills
619.29,16,6,1,Pizza Hut,food
265.93,17,3,0,KFC,food
1146.15,5,0,6,INOX,entertainment
3090.19,0,3,8,More Supermarket,other
491.04,17,5,3,RedBus,transport
398.49,18,6,1,Dominos,food
216.44,21,4,1,Zomato,food
1661.84,12,4,7,Steam,entertainment
1683.5,11,3,8,PhonePe,bills
3549.49,0,4,4,Water Bill,bills
3735.28,13,4,4,YouTube Premium,bills
1409.99,11,1,6,BookMyShow,entertainment
2202.84,12,0,8,PhonePe,other
394.77,7,3,0,Blinkit,food
406.55,12,2,4,YouTube Premium,bills
464.69,13,5,3,Uber,transport
2804.0,4,2,8,More Supermarket,other
154.57,15,5,2,IndiGo,transport
1316.28,12,2,6,INOX,entertainment
4219.18,5,2,4,Hotstar,bills
188.14,23,1,0,Tea Stall,food
2658.47,1,2,4,Water Bill,bills
280.86,23,2,0,McDonald's,food
2111.34,3,2,5,Spotify,bills
1480.76,18,0,9,Paytm,other
1169.89,12,0,7,Nykaa,entertainment
237.05,7,6,3,Namma Metro,transport
317.88,10,5,2,Rapido,transport
4661.5,2,2,8,Apollo Pharmacy,other
2674.27,7,0,8,Apollo Pharmacy,other
2287.84,5,5,5,Society Maintenance,transport
873.87,15,2,9,Paytm,other
32.69,2,3,2,Rapido,transport
1819.83,11,5,6,INOX,entertainment
203.58,6,3,2,Indian Railways,transport
664.56,1,1,0,McDonald's,food
167.67,1,2,1,BigBasket,food
1855.63,5,1,9,Reliance Fresh,other
488.78,3,4,0,Tea Stall,food
199.36,7,3,3,Auto Rickshaw,transport
402.79,1,5,9,Google Pay,other
536.02,13,0,1,BigBasket,food
815.49,22,5,7,Myntra,entertainment
2667.3,11,2,5,Airtel,bills
2302.54,19,6,9,D-Mart,other
401.08,11,5,2,BMTC,transport
59.77,12,5,3,Auto Rickshaw,transport
1559.92,9,2,6,Decathlon,entertainment
1691.95,14,0,6,PlayStation Store,entertainment
314.56,21,4,0,Subway,food
388.52,15,3,0,Tea Stall,food
210.99,5,5,7,Myntra,entertainment
227.1,0,6,6,Ajio,entertainment
4124.7,20,2,9,Flipkart,other
1358.14,23,4,6,Ajio,entertainment
101.94,3,3,1,Dominos,food
145.68,20,6,7,Nykaa,entertainment
737.07,4,1,7,Steam,entertainment
278.79,18,1,3,Uber,transport
664.05,16,5,0,Blinkit,food
2187.02,15,0,5,HDFC EMI,bills
504.71,6,0,0,McDonald's,food
672.63,7,4,1,Dunzo,transport
827.66,7,5,9,D-Mart,other
378.02,19,5,0,KFC,food
3101.77,4,3,8,SBI ATM,other
2505.35,17,1,9,Flipkart,other
236.0,10,1,7,Crossword,entertainment
581.97,8,5,9,Flipkart,other
314.82,22,3,0,Subway,food
945.72,7,6,6,Ajio,entertainment
1077.96,8,2,5,LIC Premium,transport
4565.93,15,6,4,Hotstar,bills
4665.62,12,4,5,HDFC EMI,bills
1104.98,16,2,6,PlayStation Store,entertainment
1465.54,18,2,8,Apollo Pharmacy,other
1672.08,20,1,4,Jio,bills
821.28,18,3,5,Society Maintenance,entertainment
1801.59,3,1,4,YouTube Premium,bills
144.78,14,3,0,Subway,food
1505.42,22,0,7,Steam,entertainment
1156.0,21,2,8,Big Bazaar,other
164.56,21,2,3,Uber,other
196.91,15,3,0,Subway,food
4681.1,22,5,9,D-Mart,other
779.35,23,4,1,Burger King,food
809.8,16,2,6,INOX,entertainment
222.63,19,4,1,Dominos,food
346.7,4,6,2,IndiGo,entertainment
370.95,4,5,2,Ola Electric,transport
577.37,10,0,1,Chai Point,food
122.33,6,3,7,Nykaa,entertainment
224.64,0,0,2,IndiGo,transport
645.33,4,0,0,Haldirams,food
556.92,9,4,1,Chai Point,food
1414.26,17,1,5,Spotify,bills
222.97,14,5,3,Auto Rickshaw,transport
2596.59,22,4,8,Big Bazaar,other
3726.32,2,5,9,D-Mart,other
327.26,8,4,3,Namma Metro,transport
4596.63,4,0,4,YouTube Premium,bills
2154.6,18,5,8,More Supermarket,other
159.18,19,2,1,Dominos,food
211.36,1,6,0,Haldirams,food
343.63,15,2,0,KFC,bills
3571.56,1,4,8,More Supermarket,other
600.31,18,5,0,Swiggy Instamart,food
101.1,9,0,0,Tea Stall,food
2146.61,16,2,5,HDFC EMI,bills
297.63,16,5,1,Pizza Hut,food
212.93,9,3,0,Tea Stall,food
1145.21,19,5,4,Jio,bills
437.24,10,3,0,Blinkit,food
4235.66,14,4,5,LIC Premium,bills
942.04,14,6,4,Jio,other
445.34,17,5,1,BigBasket,food
229.25,3,2,3,Uber,transport
4906.67,16,3,8,SBI ATM,other
669.95,12,3,1,Dunzo,other
2701.84,21,1,5,Amazon Prime,bills
437.5,23,2,3,RedBus,transport
205.53,6,2,0,Swiggy Instamart,food
3022.29,13,2,5,Airtel,bills
802.27,11,1,6,Decathlon,entertainment
389.82,16,1,3,Air India,transport
3365.06,3,3,4,ICICI EMI,bills
226.42,10,4,6,BookMyShow,entertainment
2830.2,19,6,4,ICICI EMI,bills
92.78,16,2,2,Ola,transport
105.81,12,3,3,RedBus,transport
1187.69,10,0,8,Zepto,other
492.97,10,1,5,Amazon Prime,bills
2189.7,7,0,8,Practo,other
4712.75,0,4,9,1mg,other
4441.41,0,5,8,Apollo Pharmacy,other
1155.58,22,6,7,Steam,entertainment
245.19,23,6,3,RedBus,transport
425.95,4,2,0,Subway,food
333.19,12,1,3,RedBus,transport
56.47,2,1,0,Swiggy,food
693.16,4,1,1,Chai Point,transport
1238.93,21,0,5,LIC Premium,bills
4273.93,22,5,5,LIC Premium,bills
1539.04,22,3,7,PVR Cinemas,entertainment
523.17,3,3,1,BigBasket,food
1878.71,12,3,4,ICICI EMI,bills
1253.79,23,5,6,BookMyShow,entertainment
470.07,8,0,7,Steam,entertainment
164.25,9,1,1,Burger King,food
472.93,14,4,7,Myntra,entertainment
81.05,2,4,2,Rapido,transport
788.06,22,0,1,Dominos,food
1376.35,13,0,7,Nykaa,bills
530.4,3,0,0,Subway,food
531.43,22,6,4,Jio,food
261.88,4,3,2,Ola,transport
1202.1,8,6,5,Amazon Prime,bills
965.86,17,6,7,Crossword,entertainment
263.65,22,1,2,BMTC,transport
3080.19,3,2,5,Airtel,bills
547.32,8,3,9,Google Pay,other
463.58,20,3,2,IndiGo,transport
4098.91,0,1,5,Electricity Bill,bills
569.5,21,3,1,Dunzo,food
